patient_id,nombre,apellido,genero,fecha_nacimiento,tipo_sangre,lat,lng,comuna,barrio,direccion,telefono,email,documento,ips_asignada,condicion_preexistente,fhir_patient_id
pat-0994,Ángel,Niño,male,1967-11-02,AB-,3.466453,-76.534675,7,Alcázares,Diagonal 32 # 77-3 Este,(+57)3139551167,ángel.niño994@gmail.com,71389561,ips-pie-026,ninguna,Patient/pat-0994
pat-1550,Jhoan,Rentería,male,1990-02-22,A+,3.422958,-76.565398,10,Caney,Tr. 58 # 7-1,317 639 43 13,jhoan.rentería1550@gmail.com,55538076,ips-las-015,hipertensión,Patient/pat-1550
pat-3342,Camilo,Rojas,male,2009-04-02,A-,3.395848,-76.485328,21,Desepaz,Carrera 90 # 94-3 Este,+57 601 498 64 44,camilo.rojas3342@gmail.com,40484208,ips-pmd-036,cardiopatía,Patient/pat-3342
pat-0736,Jhon,Álvarez,male,1982-12-22,B+,3.44997,-76.548654,5,Guayaquil,Cr. 98 # 7P-40 Este,489 52 51,jhon.álvarez736@gmail.com,47241089,ips-col-017,diabetes tipo 2,Patient/pat-0736
pat-2098,Eliana,Vargas,female,1958-06-18,B-,3.401707,-76.488261,13,Agua Blanca,Avenida carrera 3ª # 38-4,57 315 808 74 75,eliana.vargas2098@gmail.com,16200213,ips-elo-028,ninguna,Patient/pat-2098
pat-2793,Ana,Ortega,female,1958-04-07,O-,3.398586,-76.532765,18,Cañaveralejo,Cl. 144 # 23-26 Sur,(+57)3168520501,ana.ortega2793@gmail.com,91407521,ips-vip-039,hipertensión,Patient/pat-2793
pat-2644,Fernando,Puentes,male,2007-11-18,A+,3.423888,-76.550531,18,Cañaveralejo,Avenida carrera 150 # 8-8,(+57)3123689978,fernando.puentes2644@gmail.com,52760310,ips-vip-039,hipertensión,Patient/pat-2644
pat-1504,Rafael,Yepes,male,1991-08-05,AB-,3.427059,-76.558189,10,Caney,Cr. 8ª # 39-7,573203516090,rafael.yepes1504@gmail.com,95573823,ips-las-015,EPOC,Patient/pat-1504
pat-0607,Tatiana,Rojas,female,1989-09-08,O-,3.46486,-76.520833,5,Guayaquil,Cl. 6V # 68-62 Sur,+573143397597,tatiana.rojas607@gmail.com,61518966,ips-col-017,EPOC,Patient/pat-0607
pat-0178,Dagoberto,Caicedo,male,1977-06-01,A-,3.472675,-76.503206,2,Chipichape,Cr. 2ª # 8-5 Sur,+573218951543,dagoberto.caicedo178@gmail.com,63782042,ips-cuc-014,cardiopatía,Patient/pat-0178
pat-3028,Inés,Gutiérrez,female,1997-08-16,A-,3.458218,-76.513367,19,El Calvario,Diagonal 80 # 8U-9 Sur,573106906427,inés.gutiérrez3028@gmail.com,91252861,ips-huc-001,asma,Patient/pat-3028
pat-3088,Robert,Rodríguez,male,1958-01-22,A-,3.439995,-76.527159,19,El Calvario,Cr. 61 # 39-94,(+57)3228320446,robert.rodríguez3088@gmail.com,51509991,ips-huc-001,EPOC,Patient/pat-3088
pat-2875,Laura,Villegas,female,2008-01-31,A+,3.437725,-76.547891,19,El Calvario,Carrera 66 # 5B-63 Este,+573048033551,laura.villegas2875@gmail.com,90608327,ips-huc-001,asma,Patient/pat-2875
pat-0278,Rafael,Ospina,male,1972-05-29,O-,3.479514,-76.504758,2,Chipichape,Cl. 29 # 6Y-1,57 303 710 59 24,rafael.ospina278@gmail.com,29804386,ips-cuc-014,ninguna,Patient/pat-0278
pat-3323,Daniela,Bermúdez,female,1996-05-02,A-,3.357725,-76.540789,21,Desepaz,Diagonal 35 # 20-7,(+57)3054900413,daniela.bermúdez3323@gmail.com,74127867,ips-pmd-036,cardiopatía,Patient/pat-3323
pat-1125,Doris,Guerrero,female,1995-12-22,AB-,3.471659,-76.558483,8,Libertadores,Calle 6M # 75-5,(+57)3076823527,doris.guerrero1125@gmail.com,33987338,ips-col-017,artritis,Patient/pat-1125
pat-3376,Andrea,Barbosa,female,1992-08-30,AB+,3.401218,-76.482534,21,Desepaz,Calle 35 # 96B-6 Este,01 8001 765 595,andrea.barbosa3376@gmail.com,99520336,ips-pmd-036,ninguna,Patient/pat-3376
pat-0322,Jorge,Jiménez,male,1939-08-03,B-,3.45856,-76.549622,3,Centenario,Cr. 115K Bis T # 42T-3 Este,(+57) 329 069 60 59,jorge.jiménez322@gmail.com,63051354,ips-cps-040,ninguna,Patient/pat-0322
pat-1802,Cristian,Ramírez,male,1962-07-11,O+,3.435223,-76.507147,13,Agua Blanca,Carrera 150 # 81-7 Sur,318 793 97 78,cristian.ramírez1802@gmail.com,38237596,ips-elo-028,EPOC,Patient/pat-1802
pat-1250,Camilo,Ramos,male,1990-12-30,AB+,3.429694,-76.548337,9,Los Libertadores,Avenida Josué Cristian González Valencia # 2-83,573161380926,camilo.ramos1250@gmail.com,58072427,ips-sjs-004,EPOC,Patient/pat-1250
pat-1633,Iris,Alarcón,female,2018-09-30,AB+,3.438008,-76.537952,11,El Real,Carrera 198 # 5-3 Este,573242534184,iris.alarcón1633@gmail.com,87672417,ips-gua-029,artritis,Patient/pat-1633
pat-3401,Diana,Buitrago,female,1998-01-07,O+,3.413204,-76.475197,22,El Pueblo,Cl. 65 # 3-61,573269978305,diana.buitrago3401@gmail.com,85151359,ips-agu-021,ninguna,Patient/pat-3401
pat-0704,Alberto,Díaz,male,1953-07-15,AB-,3.44785,-76.541855,5,Guayaquil,Av. Esteban Martínez # 6-7 Este,+573001393464,alberto.díaz704@gmail.com,56135950,ips-col-017,hipertensión,Patient/pat-0704
pat-0512,Adriana,Valencia,female,1981-04-01,B+,3.44318,-76.540951,4,Flores,Avenida Betania # 70-8 Este,57 606 977 65 48,adriana.valencia512@gmail.com,77674279,ips-pro-013,cardiopatía,Patient/pat-0512
pat-1086,Abel,Cárdenas,male,1946-11-28,O-,3.46316,-76.54266,7,Alcázares,Calle 51 # 9-5 Este,576032031856,abel.cárdenas1086@gmail.com,62088975,ips-pie-026,cardiopatía,Patient/pat-1086
pat-3255,Martha,Arias,female,1986-05-11,A+,3.376331,-76.516734,21,Desepaz,Tr. 4ª # 2A-2,57 315 128 19 06,martha.arias3255@gmail.com,98505617,ips-pmd-036,insuficiencia renal,Patient/pat-3255
pat-1625,Juan,Bolaños,male,1995-02-26,B-,3.418641,-76.52894,11,El Real,Carrera 134L # 92-82 Sur,57 301 458 00 57,juan.bolaños1625@gmail.com,71454824,ips-gua-029,diabetes tipo 2,Patient/pat-1625
pat-0762,Rosalba,Ramírez,female,1962-06-11,O+,3.465893,-76.518408,6,Santa Isabel,Tr. 54 # 75-47,(+57)3297789924,rosalba.ramírez762@gmail.com,93579731,ips-nor-011,asma,Patient/pat-0762
pat-2694,Elvia,Sánchez,female,1978-04-10,B-,3.400342,-76.55513,18,Cañaveralejo,Avenida carrera 75 # 5-10 Este,573140603930,elvia.sánchez2694@gmail.com,49460803,ips-vip-039,asma,Patient/pat-2694
pat-0428,José,Angulo,male,1960-04-15,AB-,3.452161,-76.555683,4,Flores,Carrera 5Z Este # 7U-57 Este,+57 325 247 91 29,josé.angulo428@gmail.com,21783073,ips-pro-013,artritis,Patient/pat-0428
pat-1902,Olga,Espitia,female,1996-07-29,AB-,3.406772,-76.495153,13,Agua Blanca,Carrera 89 # 94-44 Sur,(+57)6041877185,olga.espitia1902@gmail.com,12634395,ips-elo-028,cardiopatía,Patient/pat-1902
pat-1404,Ever,Campo,male,1992-05-21,B-,3.445405,-76.531284,9,Los Libertadores,Cl. 68 # 97K-2,+57 303 150 10 24,ever.campo1404@gmail.com,47799296,ips-sjs-004,ninguna,Patient/pat-1404
pat-0471,Fernanda,Gómez,female,1947-07-29,A-,3.46095,-76.536969,4,Flores,Cr. 16 Bis K # 6-29 Este,573123640943,fernanda.gómez471@gmail.com,27268907,ips-pro-013,diabetes tipo 2,Patient/pat-0471
pat-3236,Marcela,Gómez,female,1973-01-16,O-,3.387901,-76.455045,21,Desepaz,Cl. 2ª # 72R-6 Este,+573060388303,marcela.gómez3236@gmail.com,95615203,ips-pmd-036,ninguna,Patient/pat-3236
pat-3022,Leandro,Martínez,male,2011-08-17,B+,3.45641,-76.534737,19,El Calvario,Calle 42 # 12-9,3156906048,leandro.martínez3022@gmail.com,32121549,ips-huc-001,cardiopatía,Patient/pat-3022
pat-1799,Dora,Quintero,female,2005-04-26,O-,3.384571,-76.494883,13,Agua Blanca,Cr. 95 # 6-35 Este,+57 305 238 36 23,dora.quintero1799@gmail.com,26381779,ips-elo-028,ninguna,Patient/pat-1799
pat-1932,Alix,Cardona,female,1987-01-04,A-,3.434651,-76.501969,13,Agua Blanca,Cl. 71 # 7-30,018008060184,alix.cardona1932@gmail.com,30709222,ips-elo-028,artritis,Patient/pat-1932
pat-1300,José,Sánchez,male,1957-01-03,B-,3.43397,-76.568049,9,Los Libertadores,Cr. 148 # 5-6,+573012976053,josé.sánchez1300@gmail.com,67973424,ips-sjs-004,ninguna,Patient/pat-1300
pat-0936,Ligia,Flórez,female,1982-09-28,O-,3.486846,-76.506001,6,Santa Isabel,Cl. 46 # 5K-15,324 837 52 34,ligia.flórez936@gmail.com,35290114,ips-nor-011,EPOC,Patient/pat-0936
pat-0410,Juan,Marín,male,2009-11-17,AB+,3.462342,-76.517807,3,Centenario,Diagonal 87 # 13-60,302 000 18 52,juan.marín410@gmail.com,90859912,ips-cps-040,EPOC,Patient/pat-0410
pat-1713,Fernando,Ávila,male,1989-02-01,AB+,3.482314,-76.581251,12,Terrón Colorado,Carrera 83 # 76P-58,601 532 93 40,fernando.ávila1713@gmail.com,25145863,ips-pie-026,artritis,Patient/pat-1713
pat-2496,Vicente,Castro,male,2000-05-24,B+,3.366784,-76.527383,16,El Jardín,Avenida El Carmen de Viboral # 66-2,(+57) 326 560 20 35,vicente.castro2496@gmail.com,25735123,ips-sil-022,EPOC,Patient/pat-2496
pat-0487,Marleny,Martínez,female,1980-06-08,B-,3.451807,-76.547295,4,Flores,Cl. 72 # 8-8 Este,(+57)6031460830,marleny.martínez487@gmail.com,65079923,ips-pro-013,ninguna,Patient/pat-0487
pat-0020,Anderson,Rivas,male,1982-09-21,AB+,3.483846,-76.497304,1,El Oriente,Carrera 142J # 32-5 Sur,304 117 55 19,anderson.rivas20@gmail.com,61220073,ips-alb-024,ninguna,Patient/pat-0020
pat-2591,Johana,Acosta,female,1983-02-03,AB-,3.375721,-76.541518,17,Meléndez,Cl. 80 # 6-2 Sur,1903045,johana.acosta2591@gmail.com,65423162,ips-clv-002,insuficiencia renal,Patient/pat-2591
pat-1288,Delia,López,female,2013-07-12,B+,3.444634,-76.520315,9,Los Libertadores,Cl. 195 # 86-5,+57 303 572 03 65,delia.lópez1288@gmail.com,28576833,ips-sjs-004,ninguna,Patient/pat-1288
pat-2977,Eider,Vargas,male,1990-11-13,O+,3.45591,-76.533893,19,El Calvario,Carrera 104 Este # 2-8 Sur,+57 604 225 49 01,eider.vargas2977@gmail.com,46782333,ips-huc-001,cardiopatía,Patient/pat-2977
pat-1890,Jorge,Orozco,male,1963-04-10,A+,3.404923,-76.507186,13,Agua Blanca,Calle 89 # 13-52 Sur,(+57) 300 810 37 61,jorge.orozco1890@gmail.com,63007123,ips-elo-028,diabetes tipo 2,Patient/pat-1890
pat-1366,David,Buitrago,male,1978-11-07,A-,3.425876,-76.526044,9,Los Libertadores,Cl. 7X # 8B-3,3296438819,david.buitrago1366@gmail.com,34128507,ips-sjs-004,ninguna,Patient/pat-1366
pat-2084,Antonio,Ardila,male,1986-09-08,O-,3.424387,-76.52457,13,Agua Blanca,Cr. 174 # 4-77 Sur,(+57) 321 868 60 73,antonio.ardila2084@gmail.com,11327694,ips-elo-028,diabetes tipo 2,Patient/pat-2084
pat-3026,Andrés,Ramírez,male,1965-06-01,AB+,3.452887,-76.514263,19,El Calvario,Carrera 14 # 47-91,(+57)3055833087,andrés.ramírez3026@gmail.com,60641630,ips-huc-001,insuficiencia renal,Patient/pat-3026
pat-0647,Marlén,Sandoval,female,1968-09-29,AB+,3.467211,-76.538599,5,Guayaquil,Av. La Guajira # 1-1,3268869013,marlén.sandoval647@gmail.com,24219637,ips-col-017,hipertensión,Patient/pat-0647
pat-0264,Yaneth,García,female,1974-11-04,O+,3.467129,-76.532298,2,Chipichape,Calle 184X # 74-6 Sur,57 608 266 40 62,yaneth.garcía264@gmail.com,97139443,ips-cuc-014,insuficiencia renal,Patient/pat-0264
pat-1434,César,Ortiz,male,1943-11-17,B-,3.437117,-76.552395,9,Los Libertadores,Avenida Ángela Maribel Herrera Moreno # 5-9 Este,(+57) 314 050 34 02,césar.ortiz1434@gmail.com,82816971,ips-sjs-004,artritis,Patient/pat-1434
pat-0985,Liliana,Cruz,female,2001-10-04,O-,3.462303,-76.520277,7,Alcázares,Av. calle 152 # 5-7,+57 319 121 89 65,liliana.cruz985@gmail.com,85182173,ips-pie-026,ninguna,Patient/pat-0985
pat-0511,Ariel,Duque,male,1957-08-15,O-,3.449499,-76.529681,4,Flores,Av. Somondoco # 61-8 Este,567 69 36,ariel.duque511@gmail.com,48193218,ips-pro-013,cardiopatía,Patient/pat-0511
pat-2352,Andrea,Vargas,female,1984-02-23,AB-,3.403493,-76.530274,15,Navarro,Cr. 38I # 57-7,140 08 79,andrea.vargas2352@gmail.com,89498519,ips-nav-025,EPOC,Patient/pat-2352
pat-2477,Alexander,Rodríguez,male,1948-09-03,AB+,3.368215,-76.553142,16,El Jardín,Cr. 7ª # 35-6 Este,(+57) 305 965 32 15,alexander.rodríguez2477@gmail.com,30162191,ips-sil-022,ninguna,Patient/pat-2477
pat-0294,Paola,Torres,female,1973-02-20,A-,3.455522,-76.537669,3,Centenario,Cr. 171 # 5-81,(+57)3037068732,paola.torres294@gmail.com,25356396,ips-cps-040,ninguna,Patient/pat-0294
pat-2161,Fabiola,Daza,female,1971-01-10,A-,3.390934,-76.521987,14,El Rodeo,Cl. 6ª # 1U-17,573085727223,fabiola.daza2161@gmail.com,59490380,ips-sur-016,diabetes tipo 2,Patient/pat-2161
pat-2517,Camilo,Buitrago,male,1957-06-10,A-,3.401162,-76.567563,16,El Jardín,Cl. 63 # 13-48,3173312560,camilo.buitrago2517@gmail.com,18766990,ips-sil-022,asma,Patient/pat-2517
pat-2992,Emilio,Andrade,male,1988-02-16,A+,3.434276,-76.535402,19,El Calvario,Avenida Linda Romero Velásquez # 45-64,(+57) 308 832 53 51,emilio.andrade2992@gmail.com,53143346,ips-huc-001,ninguna,Patient/pat-2992
pat-1331,Wendy,Caicedo,female,1967-12-22,O+,3.444008,-76.528595,9,Los Libertadores,Carrera 137 # 8M-4 Este,573191138475,wendy.caicedo1331@gmail.com,41702866,ips-sjs-004,ninguna,Patient/pat-1331
pat-1091,Cecilia,González,female,1956-08-16,B-,3.457835,-76.548378,8,Libertadores,Avenida Tolima # 1-3 Sur,3175553574,cecilia.gonzález1091@gmail.com,79306247,ips-col-017,insuficiencia renal,Patient/pat-1091
pat-1812,Andrés,Blanco,male,1967-07-26,B+,3.423524,-76.520182,13,Agua Blanca,Carrera 3S Bis # 1-44 Este,573272981237,andrés.blanco1812@gmail.com,89727494,ips-elo-028,insuficiencia renal,Patient/pat-1812
pat-2164,Fabián,Uribe,male,2024-11-02,AB-,3.389746,-76.528977,14,El Rodeo,Calle 5L # 9C-9,3153715177,fabián.uribe2164@gmail.com,13586013,ips-sur-016,diabetes tipo 2,Patient/pat-2164
pat-2312,María,Torres,female,1969-08-30,AB+,3.396766,-76.514916,15,Navarro,Cl. 64 # 28-4,576015868658,maría.torres2312@gmail.com,46938871,ips-nav-025,cardiopatía,Patient/pat-2312
pat-1185,Miriam,Sarmiento,female,1983-10-14,O-,3.452655,-76.558663,8,Libertadores,Cr. 64 # 24-3 Este,(+57) 321 776 12 46,miriam.sarmiento1185@gmail.com,12662253,ips-col-017,insuficiencia renal,Patient/pat-1185
pat-3142,Manuel,Pinto,male,1973-06-17,AB+,3.474819,-76.521463,20,Marroquín,Carrera 153 # 2C-8,+57 301 993 45 54,manuel.pinto3142@gmail.com,37801369,ips-pie-026,hipertensión,Patient/pat-3142
pat-0183,Andrea,González,female,1934-07-08,O+,3.478454,-76.509662,2,Chipichape,Carrera 45 # 4-54 Este,(+57)3029271427,andrea.gonzález183@gmail.com,86320155,ips-cuc-014,ninguna,Patient/pat-0183
pat-2422,Armando,Castillo,male,1981-10-17,B-,3.378153,-76.521802,16,El Jardín,Av. carrera 48 # 7-43 Sur,57 325 956 67 46,armando.castillo2422@gmail.com,69830209,ips-sil-022,diabetes tipo 2,Patient/pat-2422
pat-2245,Lucía,Arias,female,1996-10-09,B+,3.374813,-76.52923,14,El Rodeo,Cl. 20B Bis O # 30-5 Sur,+57 313 289 38 00,lucía.arias2245@gmail.com,28029744,ips-sur-016,asma,Patient/pat-2245
pat-0027,Francisco,Velásquez,male,1988-11-10,O-,3.487113,-76.522457,1,El Oriente,Cr. 45 # 99G-8 Este,(+57) 315 513 06 93,francisco.velásquez27@gmail.com,75579548,ips-alb-024,hipertensión,Patient/pat-0027
pat-2657,Juan,Gómez,male,1968-09-19,O-,3.403973,-76.555509,18,Cañaveralejo,Carrera 162X # 3-2,+57 302 980 53 96,juan.gómez2657@gmail.com,96540325,ips-vip-039,hipertensión,Patient/pat-2657
pat-0057,Carlos,Molina,male,1966-06-21,AB-,3.49101,-76.47738,1,El Oriente,Cl. 21 # 9-4,57 603 848 39 89,carlos.molina57@gmail.com,77491435,ips-alb-024,ninguna,Patient/pat-0057
pat-3000,Javier,Suárez,male,1974-12-23,AB-,3.464881,-76.529096,19,El Calvario,Carrera 120V Sur # 32E-6,57 608 543 45 32,javier.suárez3000@gmail.com,28772414,ips-huc-001,ninguna,Patient/pat-3000
pat-0734,Carlos,García,male,1976-05-23,A+,3.453917,-76.555245,5,Guayaquil,Cr. 160Y # 78-49,57 311 551 38 26,carlos.garcía734@gmail.com,18115992,ips-col-017,insuficiencia renal,Patient/pat-0734
pat-0480,Karina,Soto,female,1962-11-02,A+,3.45933,-76.543672,4,Flores,Cr. 113 Bis # 15-2 Este,+573263710157,karina.soto480@gmail.com,59440148,ips-pro-013,artritis,Patient/pat-0480
pat-0870,Uriel,Hernández,male,1996-02-10,A-,3.489887,-76.544891,6,Santa Isabel,Cr. 32D # 37-67 Este,+573226578456,uriel.hernández870@gmail.com,24178065,ips-nor-011,ninguna,Patient/pat-0870
pat-1100,Leonardo,Rodríguez,male,1935-10-18,B+,3.465918,-76.538624,8,Libertadores,Dg. 5J # 1-35 Sur,57 601 626 38 70,leonardo.rodríguez1100@gmail.com,86972056,ips-col-017,ninguna,Patient/pat-1100
pat-2361,Juan,Suárez,male,1959-06-06,A-,3.392674,-76.53663,15,Navarro,Cr. 6A Este # 12T-6 Sur,(+57)6076851725,juan.suárez2361@gmail.com,42217185,ips-nav-025,diabetes tipo 2,Patient/pat-2361
pat-2998,Jairo,Medina,male,1988-02-22,B+,3.437858,-76.526713,19,El Calvario,Cl. 174R # 53-3,(+57)3014546581,jairo.medina2998@gmail.com,36490232,ips-huc-001,cardiopatía,Patient/pat-2998
pat-0135,Víctor,Sepúlveda,male,1982-02-08,AB-,3.480723,-76.52436,2,Chipichape,Av. carrera 82 # 6-5 Este,(+57)3250471863,víctor.sepúlveda135@gmail.com,34391257,ips-cuc-014,hipertensión,Patient/pat-0135
pat-1564,Diego,Velasco,male,1972-08-09,O-,3.436874,-76.551416,10,Caney,Calle 2G # 91-6 Sur,(+57) 310 736 24 87,diego.velasco1564@gmail.com,84277128,ips-las-015,EPOC,Patient/pat-1564
pat-3440,Marcela,Guzmán,female,1973-04-07,B+,3.402916,-76.481533,22,El Pueblo,Cr. 7ª # 80N-20 Sur,317 313 95 43,marcela.guzmán3440@gmail.com,67762060,ips-agu-021,ninguna,Patient/pat-3440
pat-1265,Yuly,Calderón,female,1961-03-27,AB-,3.436904,-76.543225,9,Los Libertadores,Dg. 5H # 25-1,573121666851,yuly.calderón1265@gmail.com,80574548,ips-sjs-004,ninguna,Patient/pat-1265
pat-1776,Isabel,Manrique,female,1978-12-02,O+,3.418204,-76.517602,13,Agua Blanca,Cr. 47 # 4A-18 Este,603 545 32 42,isabel.manrique1776@gmail.com,48526473,ips-elo-028,EPOC,Patient/pat-1776
pat-2276,Humberto,Barrera,male,2003-01-20,O+,3.389214,-76.536608,14,El Rodeo,Av. carrera 4ª # 56-8 Sur,01 8003 384 754,humberto.barrera2276@gmail.com,99379971,ips-sur-016,cardiopatía,Patient/pat-2276
pat-0053,Emilio,Salazar,male,1974-09-17,AB+,3.493038,-76.495456,1,El Oriente,Calle 82I Bis E # 25-67 Sur,57 608 716 18 49,emilio.salazar53@gmail.com,45594951,ips-alb-024,cardiopatía,Patient/pat-0053
pat-1315,Paola,Andrade,female,1978-07-08,A+,3.446212,-76.548807,9,Los Libertadores,Transversal 1ª # 19-6 Este,57 312 531 49 88,paola.andrade1315@gmail.com,56073103,ips-sjs-004,diabetes tipo 2,Patient/pat-1315
pat-3113,Patricia,Valencia,female,2000-05-24,AB-,3.463602,-76.541511,20,Marroquín,Av. carrera 6ª # 1-8,317 829 31 24,patricia.valencia3113@gmail.com,11555403,ips-pie-026,cardiopatía,Patient/pat-3113
pat-0992,Daniela,Galvis,female,1970-12-15,B-,3.475548,-76.529552,7,Alcázares,Dg. 65 # 16-95,(+57) 320 988 29 39,daniela.galvis992@gmail.com,71343676,ips-pie-026,asma,Patient/pat-0992
pat-1156,Alberto,Quiroga,male,1988-07-25,O+,3.446008,-76.549387,8,Libertadores,Cl. 38 # 87-21 Este,573185254866,alberto.quiroga1156@gmail.com,34532913,ips-col-017,asma,Patient/pat-1156
pat-0567,Rocío,Restrepo,female,1972-03-05,O-,3.446982,-76.530607,4,Flores,Cr. 1ª # 4A-46,+576083723286,rocío.restrepo567@gmail.com,22410307,ips-pro-013,ninguna,Patient/pat-0567
pat-3270,Marta,Morales,female,1969-08-06,AB+,3.379046,-76.49932,21,Desepaz,Calle 128 # 94-3 Sur,5106994,marta.morales3270@gmail.com,75277802,ips-pmd-036,hipertensión,Patient/pat-3270
pat-0010,Diana,Arboleda,female,1964-09-13,B-,3.508282,-76.526198,1,El Oriente,Calle 66 Bis S # 8-62,718 48 99,diana.arboleda10@gmail.com,53524491,ips-alb-024,hipertensión,Patient/pat-0010
pat-2334,Felipe,Chaparro,male,1994-10-12,O-,3.394598,-76.541231,15,Navarro,Calle 9ª # 14Z-97 Sur,1488105,felipe.chaparro2334@gmail.com,47231423,ips-nav-025,EPOC,Patient/pat-2334
pat-2835,Tatiana,Castillo,female,1981-02-20,AB-,3.430744,-76.528427,18,Cañaveralejo,Dg. 4Z # 42-67 Este,+57 307 787 74 73,tatiana.castillo2835@gmail.com,98259272,ips-vip-039,diabetes tipo 2,Patient/pat-2835
pat-1801,Liliana,Rojas,female,1956-03-24,O+,3.405158,-76.519631,13,Agua Blanca,Dg. 40 # 25-4 Sur,305 770 70 01,liliana.rojas1801@gmail.com,50384524,ips-elo-028,diabetes tipo 2,Patient/pat-1801
pat-2982,Jhon,Gómez,male,1982-07-26,AB+,3.454082,-76.54366,19,El Calvario,Calle 11 # 38-8 Sur,(+57) 303 444 23 07,jhon.gómez2982@gmail.com,12310226,ips-huc-001,cardiopatía,Patient/pat-2982
pat-2844,Orlando,Velásquez,male,1970-07-12,A+,3.435578,-76.55266,18,Cañaveralejo,Calle 9ª # 4R-47,6093033911,orlando.velásquez2844@gmail.com,41555291,ips-vip-039,cardiopatía,Patient/pat-2844
pat-0228,María,López,female,1989-04-03,B+,3.466242,-76.530769,2,Chipichape,Calle 62 # 10-56,(+57)3026674928,maría.lópez228@gmail.com,20043277,ips-cuc-014,cardiopatía,Patient/pat-0228
pat-1794,Alexander,Rivera,male,1987-10-05,O-,3.398077,-76.503767,13,Agua Blanca,Carrera 9O # 4-74 Sur,+57 316 517 89 49,alexander.rivera1794@gmail.com,83248658,ips-elo-028,insuficiencia renal,Patient/pat-1794
pat-0120,Nancy,Villamil,female,1953-08-29,B-,3.510899,-76.513878,1,El Oriente,Calle 12Y # 2-4 Sur,+573196383195,nancy.villamil120@gmail.com,46855845,ips-alb-024,cardiopatía,Patient/pat-0120
pat-0035,Lucía,Jiménez,female,1978-01-29,AB-,3.511782,-76.512608,1,El Oriente,Cl. 115 # 8-1 Sur,576039837676,lucía.jiménez35@gmail.com,26240908,ips-alb-024,asma,Patient/pat-0035
pat-2099,Manuel,León,male,2002-06-09,O+,3.367605,-76.501756,13,Agua Blanca,Carrera 130 Este # 48-98 Sur,6081966427,manuel.león2099@gmail.com,29940314,ips-elo-028,artritis,Patient/pat-2099
pat-1720,Manuel,Oviedo,male,1973-12-15,AB-,3.472176,-76.554128,12,Terrón Colorado,Av. Camilo González # 4M-91,(+57) 601 745 27 10,manuel.oviedo1720@gmail.com,59317149,ips-pie-026,EPOC,Patient/pat-1720
pat-2806,Sofía,Naranjo,female,1959-04-26,A-,3.416609,-76.540761,18,Cañaveralejo,Calle 93 # 93Z-6 Sur,57 303 529 92 73,sofía.naranjo2806@gmail.com,86390345,ips-vip-039,diabetes tipo 2,Patient/pat-2806
pat-2175,John,González,male,1969-04-22,AB-,3.380044,-76.557741,14,El Rodeo,Calle 7ª # 2G-7 Sur,018003929240,john.gonzález2175@gmail.com,16409704,ips-sur-016,ninguna,Patient/pat-2175
pat-0374,Yanet,Jiménez,female,1964-07-23,AB+,3.475094,-76.505802,3,Centenario,Calle 12 # 30I-1 Este,322 472 88 48,yanet.jiménez374@gmail.com,31751079,ips-cps-040,asma,Patient/pat-0374
pat-1913,Mery,Molina,female,2003-09-05,AB-,3.40067,-76.509598,13,Agua Blanca,Cl. 84 # 1-98 Este,(+57) 302 805 99 67,mery.molina1913@gmail.com,41152352,ips-elo-028,ninguna,Patient/pat-1913
pat-0864,Aldair,Rojas,male,1989-05-01,A+,3.495169,-76.52988,6,Santa Isabel,Carrera 83L # 3-44 Este,+57 315 093 09 96,aldair.rojas864@gmail.com,66824417,ips-nor-011,diabetes tipo 2,Patient/pat-0864
pat-0179,Andrés,Pulido,male,1997-01-05,A+,3.492607,-76.525129,2,Chipichape,Av. Rosa Alzate Hoyos # 95-7 Sur,573186588694,andrés.pulido179@gmail.com,30364454,ips-cuc-014,EPOC,Patient/pat-0179
pat-0143,Geraldine,Díaz,female,2006-01-16,A-,3.464409,-76.510693,2,Chipichape,Cr. 9K # 9-47,018008321884,geraldine.díaz143@gmail.com,85694715,ips-cuc-014,asma,Patient/pat-0143
pat-1010,María,Galeano,female,1948-11-23,O+,3.46717,-76.560417,7,Alcázares,Av. carrera 9ª # 8-12 Este,3147643944,maría.galeano1010@gmail.com,29653285,ips-pie-026,hipertensión,Patient/pat-1010
